Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,-1.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
9.360000,0.383546,1.368970,1.382975,1.371253,1.396259,1.361609,1.362378,1.380565
9.370000,0.386092,1.368970,1.370246,1.366161,1.396259,1.371791,1.359832,1.378019
9.380000,0.383546,1.376607,1.380430,1.361069,1.393713,1.366700,1.362378,1.385657
9.390000,0.381000,1.371516,1.382975,1.366161,1.396259,1.359063,1.352193,1.383111
9.400000,0.391184,1.366425,1.372792,1.366161,1.396259,1.371791,1.362378,1.375473
9.410000,0.383546,1.376607,1.382975,1.361069,1.388621,1.364154,1.359832,1.385657
9.420000,0.378454,1.371516,1.377884,1.371253,1.401351,1.361609,1.357285,1.383111
9.430000,0.391184,1.366425,1.370246,1.366161,1.393713,1.369245,1.362378,1.375473
9.440000,0.386092,1.376607,1.377884,1.366161,1.388621,1.359063,1.367470,1.378019
9.450000,0.378454,1.363879,1.377884,1.373799,1.396259,1.366700,1.354739,1.375473
9.460000,0.388638,1.376607,1.377884,1.363615,1.391167,1.366700,1.367470,1.388204
9.470000,0.378454,1.363879,1.377884,1.366161,1.396259,1.366700,1.354739,1.375473
9.480000,0.386092,1.371516,1.370246,1.358523,1.398805,1.369245,1.359832,1.380565
9.490000,0.383546,1.368970,1.377884,1.363615,1.388621,1.359063,1.359832,1.385657
9.500000,0.378454,1.366425,1.382975,1.373799,1.393713,1.364154,1.359832,1.380565
9.510000,0.386092,1.368970,1.372792,1.366161,1.401351,1.364154,1.359832,1.375473
9.520000,0.391184,1.363879,1.372792,1.366161,1.396259,1.371791,1.359832,1.372927
9.530000,0.386092,1.376607,1.385521,1.366161,1.396259,1.364154,1.362378,1.388204
9.540000,0.386092,1.363879,1.375338,1.373799,1.398805,1.364154,1.359832,1.375473
9.550000,0.391184,1.368970,1.380430,1.361069,1.388621,1.371791,1.367470,1.383111
9.560000,0.375908,1.371516,1.380430,1.371253,1.396259,1.359063,1.354739,1.380565
9.570000,0.393730,1.371516,1.377884,1.361069,1.391167,1.374336,1.370016,1.383111
9.580000,0.378454,1.363879,1.377884,1.363615,1.401351,1.364154,1.354739,1.375473
9.590000,0.386092,1.371516,1.382975,1.366161,1.388621,1.359063,1.359832,1.380565
9.600000,0.383546,1.368970,1.377884,1.366161,1.401351,1.374336,1.359832,1.375473
9.610000,0.383546,1.368970,1.377884,1.363615,1.391167,1.361609,1.359832,1.383111
9.620000,0.386092,1.368970,1.372792,1.366161,1.403897,1.374336,1.359832,1.380565
9.630000,0.386092,1.368970,1.385521,1.371253,1.396259,1.366700,1.359832,1.380565
9.640000,0.383546,1.363879,1.372792,1.363615,1.396259,1.371791,1.364924,1.380565
9.650000,0.386092,1.371516,1.377884,1.358523,1.388621,1.366700,1.364924,1.383111
9.660000,0.375908,1.368970,1.380430,1.371253,1.401351,1.366700,1.357285,1.383111
9.670000,0.391184,1.376607,1.370246,1.355977,1.396259,1.364154,1.359832,1.380565
9.680000,0.378454,1.368970,1.377884,1.363615,1.393713,1.361609,1.354739,1.380565
9.690000,0.391184,1.363879,1.370246,1.366161,1.396259,1.374336,1.359832,1.375473
9.700000,0.386092,1.368970,1.385521,1.366161,1.391167,1.361609,1.362378,1.380565
9.710000,0.383546,1.368970,1.372792,1.361069,1.396259,1.371791,1.359832,1.380565
9.720000,0.378454,1.371516,1.388067,1.371253,1.396259,1.359063,1.362378,1.380565
9.730000,0.391184,1.376607,1.377884,1.366161,1.388621,1.366700,1.367470,1.385657
9.740000,0.386092,1.368970,1.380430,1.363615,1.401351,1.369245,1.362378,1.380565
9.750000,0.383546,1.376607,1.382975,1.366161,1.396259,1.366700,1.359832,1.380565
9.760000,0.381000,1.363879,1.382975,1.371253,1.393713,1.364154,1.354739,1.375473
9.770000,0.388638,1.371516,1.372792,1.358523,1.396259,1.366700,1.362378,1.380565
9.780000,0.386092,1.368970,1.385521,1.366161,1.388621,1.359063,1.362378,1.380565
9.790000,0.378454,1.363879,1.375338,1.366161,1.403897,1.366700,1.357285,1.375473
9.800000,0.391184,1.366425,1.372792,1.358523,1.398805,1.374336,1.367470,1.380565
9.810000,0.381000,1.368970,1.377884,1.366161,1.396259,1.359063,1.354739,1.380565
9.820000,0.386092,1.368970,1.372792,1.361069,1.401351,1.371791,1.359832,1.380565
9.830000,0.383546,1.371516,1.385521,1.363615,1.388621,1.359063,1.359832,1.383111
9.840000,0.383546,1.366425,1.375338,1.366161,1.403897,1.369245,1.362378,1.380565
9.850000,0.386092,1.368970,1.382975,1.371253,1.388621,1.359063,1.362378,1.380565
9.860000,0.386092,1.368970,1.372792,1.361069,1.403897,1.374336,1.362378,1.383111
9.870000,0.386092,1.371516,1.377884,1.366161,1.386075,1.361609,1.362378,1.380565
9.880000,0.378454,1.366425,1.377884,1.363615,1.396259,1.364154,1.354739,1.375473
9.890000,0.386092,1.376607,1.382975,1.366161,1.388621,1.366700,1.359832,1.385657
9.900000,0.383546,1.363879,1.375338,1.366161,1.401351,1.371791,1.354739,1.375473
9.910000,0.393730,1.376607,1.380430,1.366161,1.393713,1.366700,1.364924,1.388204
9.920000,0.378454,1.363879,1.385521,1.371253,1.396259,1.366700,1.354739,1.372927
9.930000,0.383546,1.366425,1.372792,1.366161,1.396259,1.374336,1.359832,1.375473
9.940000,0.378454,1.368970,1.375338,1.366161,1.396259,1.359063,1.354739,1.380565
9.950000,0.383546,1.368970,1.375338,1.361069,1.388621,1.366700,1.362378,1.385657
9.960000,0.378454,1.368970,1.377884,1.371253,1.401351,1.366700,1.354739,1.375473
9.970000,0.388638,1.376607,1.380430,1.363615,1.396259,1.366700,1.367470,1.385657
9.980000,0.386092,1.368970,1.372792,1.366161,1.401351,1.371791,1.362378,1.380565
9.990000,0.378454,1.363879,1.375338,1.366161,1.401351,1.371791,1.354739,1.375473
10.000000,0.383546,1.376607,1.377884,1.366161,1.391167,1.366700,1.362378,1.385657
10.010000,0.378454,1.368970,1.380430,1.371253,1.401351,1.364154,1.357285,1.375473
10.020000,0.383546,1.368970,1.372792,1.361069,1.396259,1.371791,1.359832,1.380565
10.030000,0.381000,1.366425,1.377884,1.373799,1.396259,1.366700,1.354739,1.375473
10.040000,0.386092,1.368970,1.380430,1.366161,1.388621,1.359063,1.362378,1.380565
10.050000,0.386092,1.366425,1.372792,1.355977,1.403897,1.371791,1.362378,1.383111
10.060000,0.378454,1.368970,1.377884,1.366161,1.396259,1.359063,1.354739,1.383111
10.070000,0.383546,1.376607,1.377884,1.358523,1.391167,1.366700,1.364924,1.388204
10.080000,0.386092,1.368970,1.372792,1.361069,1.401351,1.371791,1.359832,1.380565
10.090000,0.378454,1.361334,1.377884,1.366161,1.396259,1.364154,1.354739,1.375473
10.100000,0.391184,1.371516,1.380430,1.361069,1.396259,1.364154,1.367470,1.388204
10.110000,0.375908,1.368970,1.377884,1.371253,1.401351,1.366700,1.354739,1.380565
10.120000,0.386092,1.363879,1.377884,1.366161,1.403897,1.366700,1.354739,1.372927
10.130000,0.386092,1.376607,1.377884,1.366161,1.391167,1.359063,1.364924,1.380565
10.140000,0.383546,1.366425,1.370246,1.366161,1.401351,1.369245,1.359832,1.380565
10.150000,0.383546,1.376607,1.385521,1.366161,1.396259,1.364154,1.362378,1.388204
10.160000,0.378454,1.363879,1.377884,1.363615,1.401351,1.366700,1.352193,1.375473
10.170000,0.386092,1.368970,1.377884,1.363615,1.388621,1.359063,1.362378,1.385657
10.180000,0.383546,1.363879,1.372792,1.366161,1.403897,1.366700,1.359832,1.375473
10.190000,0.378454,1.368970,1.382975,1.363615,1.396259,1.359063,1.354739,1.383111
10.200000,0.386092,1.363879,1.372792,1.373799,1.403897,1.364154,1.359832,1.375473
10.210000,0.383546,1.363879,1.377884,1.363615,1.396259,1.364154,1.354739,1.375473
10.220000,0.383546,1.368970,1.372792,1.358523,1.396259,1.369245,1.359832,1.380565
10.230000,0.386092,1.368970,1.382975,1.371253,1.388621,1.359063,1.359832,1.380565
10.240000,0.383546,1.366425,1.377884,1.366161,1.401351,1.371791,1.354739,1.372927
10.250000,0.386092,1.368970,1.385521,1.366161,1.388621,1.359063,1.362378,1.383111
10.260000,0.381000,1.363879,1.377884,1.363615,1.396259,1.364154,1.352193,1.378019
10.270000,0.386092,1.368970,1.372792,1.355977,1.396259,1.371791,1.362378,1.380565
10.280000,0.383546,1.368970,1.385521,1.366161,1.388621,1.359063,1.359832,1.383111
10.290000,0.383546,1.371516,1.377884,1.366161,1.401351,1.371791,1.359832,1.383111
10.300000,0.386092,1.374062,1.377884,1.366161,1.391167,1.359063,1.362378,1.383111
10.310000,0.386092,1.368970,1.372792,1.366161,1.396259,1.371791,1.364924,1.380565
10.320000,0.378454,1.368970,1.377884,1.366161,1.396259,1.359063,1.354739,1.383111
10.330000,0.391184,1.368970,1.370246,1.363615,1.396259,1.371791,1.364924,1.383111
10.340000,0.381000,1.371516,1.375338,1.368707,1.398805,1.359063,1.352193,1.380565
10.350000,0.391184,1.371516,1.372792,1.366161,1.396259,1.374336,1.364924,1.383111
10.360000,0.375908,1.371516,1.377884,1.371253,1.396259,1.361609,1.354739,1.383111
10.370000,0.375908,1.368970,1.382975,1.366161,1.396259,1.364154,1.359832,1.380565
10.380000,0.386092,1.376607,1.377884,1.366161,1.388621,1.364154,1.362378,1.385657
10.390000,0.391184,1.376607,1.375338,1.361069,1.396259,1.366700,1.364924,1.383111
10.400000,0.378454,1.368970,1.377884,1.373799,1.406443,1.364154,1.354739,1.383111
10.410000,0.388638,1.374062,1.375338,1.366161,1.393713,1.366700,1.367470,1.385657
10.420000,0.383546,1.363879,1.380430,1.366161,1.396259,1.366700,1.359832,1.375473
10.430000,0.383546,1.368970,1.377884,1.368707,1.401351,1.364154,1.359832,1.380565
10.440000,0.386092,1.368970,1.377884,1.373799,1.391167,1.361609,1.362378,1.383111
10.450000,0.391184,1.371516,1.377884,1.361069,1.396259,1.371791,1.367470,1.380565
10.460000,0.383546,1.371516,1.377884,1.363615,1.401351,1.371791,1.364924,1.380565
10.470000,0.386092,1.368970,1.382975,1.371253,1.396259,1.361609,1.362378,1.380565
10.480000,0.391184,1.368970,1.372792,1.358523,1.396259,1.369245,1.367470,1.380565
10.490000,0.381000,1.363879,1.380430,1.373799,1.396259,1.364154,1.354739,1.375473
10.500000,0.378454,1.363879,1.385521,1.371253,1.396259,1.364154,1.354739,1.375473
10.510000,0.383546,1.368970,1.380430,1.363615,1.388621,1.361609,1.362378,1.380565
10.520000,0.386092,1.368970,1.372792,1.363615,1.403897,1.371791,1.359832,1.380565
10.530000,0.378454,1.368970,1.382975,1.371253,1.393713,1.364154,1.362378,1.375473
10.540000,0.388638,1.376607,1.380430,1.355977,1.396259,1.364154,1.364924,1.385657
10.550000,0.383546,1.366425,1.377884,1.366161,1.401351,1.371791,1.354739,1.375473
10.560000,0.383546,1.368970,1.382975,1.363615,1.388621,1.359063,1.362378,1.383111
10.570000,0.393730,1.376607,1.377884,1.363615,1.391167,1.364154,1.367470,1.380565
10.580000,0.391184,1.376607,1.375338,1.366161,1.388621,1.364154,1.364924,1.385657
10.590000,0.386092,1.371516,1.372792,1.363615,1.403897,1.371791,1.362378,1.383111
10.600000,0.383546,1.363879,1.380430,1.371253,1.401351,1.364154,1.362378,1.375473
10.610000,0.383546,1.376607,1.380430,1.361069,1.391167,1.364154,1.362378,1.385657
10.620000,0.391184,1.366425,1.372792,1.366161,1.396259,1.371791,1.364924,1.375473
10.630000,0.386092,1.368970,1.377884,1.373799,1.401351,1.364154,1.359832,1.375473
10.640000,0.381000,1.368970,1.377884,1.373799,1.396259,1.359063,1.352193,1.380565
10.650000,0.391184,1.376607,1.372792,1.358523,1.396259,1.364154,1.367470,1.380565
10.660000,0.383546,1.363879,1.377884,1.366161,1.401351,1.371791,1.354739,1.380565
10.670000,0.378454,1.366425,1.380430,1.371253,1.396259,1.366700,1.357285,1.375473
10.680000,0.378454,1.363879,1.377884,1.366161,1.396259,1.366700,1.354739,1.375473
10.690000,0.378454,1.363879,1.382975,1.371253,1.396259,1.364154,1.354739,1.380565
10.700000,0.383546,1.371516,1.375338,1.361069,1.388621,1.364154,1.367470,1.383111
10.710000,0.386092,1.363879,1.377884,1.371253,1.401351,1.364154,1.359832,1.372927
10.720000,0.386092,1.376607,1.385521,1.366161,1.396259,1.366700,1.362378,1.385657
10.730000,0.391184,1.368970,1.372792,1.366161,1.396259,1.371791,1.364924,1.383111
10.740000,0.386092,1.376607,1.385521,1.366161,1.391167,1.366700,1.362378,1.385657
10.750000,0.383546,1.371516,1.372792,1.361069,1.393713,1.371791,1.359832,1.380565
10.760000,0.386092,1.376607,1.382975,1.363615,1.391167,1.364154,1.362378,1.385657
10.770000,0.386092,1.363879,1.370246,1.366161,1.401351,1.366700,1.362378,1.375473
10.780000,0.383546,1.363879,1.370246,1.371253,1.401351,1.364154,1.359832,1.375473
10.790000,0.386092,1.371516,1.382975,1.366161,1.396259,1.359063,1.362378,1.380565
10.800000,0.388638,1.376607,1.375338,1.361069,1.396259,1.366700,1.367470,1.388204
10.810000,0.386092,1.363879,1.370246,1.366161,1.401351,1.364154,1.359832,1.372927
10.820000,0.386092,1.368970,1.380430,1.368707,1.401351,1.366700,1.359832,1.375473
10.830000,0.378454,1.376607,1.385521,1.363615,1.393713,1.361609,1.362378,1.385657
10.840000,0.386092,1.363879,1.372792,1.366161,1.403897,1.366700,1.362378,1.375473
10.850000,0.383546,1.368970,1.380430,1.373799,1.401351,1.361609,1.354739,1.383111
10.860000,0.375908,1.376607,1.385521,1.366161,1.396259,1.361609,1.359832,1.380565
10.870000,0.391184,1.368970,1.375338,1.361069,1.396259,1.366700,1.367470,1.388204
10.880000,0.383546,1.363879,1.372792,1.363615,1.393713,1.369245,1.362378,1.383111
10.890000,0.386092,1.371516,1.385521,1.363615,1.388621,1.359063,1.362378,1.383111
10.900000,0.383546,1.368970,1.377884,1.366161,1.388621,1.359063,1.359832,1.380565
10.910000,0.383546,1.368970,1.377884,1.358523,1.391167,1.364154,1.367470,1.380565
10.920000,0.391184,1.368970,1.375338,1.361069,1.396259,1.374336,1.364924,1.383111
10.930000,0.383546,1.366425,1.370246,1.366161,1.401351,1.371791,1.359832,1.380565
10.940000,0.378454,1.363879,1.377884,1.366161,1.401351,1.374336,1.354739,1.375473
10.950000,0.381000,1.371516,1.382975,1.371253,1.396259,1.364154,1.359832,1.383111
10.960000,0.388638,1.374062,1.380430,1.366161,1.391167,1.366700,1.364924,1.388204
10.970000,0.386092,1.371516,1.372792,1.366161,1.401351,1.374336,1.359832,1.380565
10.980000,0.386092,1.371516,1.382975,1.363615,1.388621,1.359063,1.359832,1.383111
10.990000,0.391184,1.376607,1.372792,1.361069,1.396259,1.366700,1.364924,1.380565
11.000000,0.383546,1.371516,1.377884,1.363615,1.403897,1.371791,1.354739,1.378019
11.010000,0.386092,1.376607,1.375338,1.366161,1.388621,1.359063,1.362378,1.388204
11.020000,0.391184,1.379153,1.377884,1.363615,1.396259,1.364154,1.367470,1.385657
11.030000,0.386092,1.363879,1.370246,1.366161,1.403897,1.371791,1.359832,1.380565
11.040000,0.383546,1.366425,1.380430,1.371253,1.401351,1.364154,1.362378,1.375473
11.050000,0.386092,1.368970,1.380430,1.371253,1.401351,1.364154,1.354739,1.375473
11.060000,0.381000,1.366425,1.380430,1.371253,1.393713,1.364154,1.354739,1.375473
11.070000,0.386092,1.376607,1.380430,1.361069,1.391167,1.361609,1.359832,1.385657
11.080000,0.391184,1.376607,1.370246,1.358523,1.396259,1.366700,1.364924,1.388204
11.090000,0.386092,1.363879,1.372792,1.366161,1.403897,1.371791,1.359832,1.380565
11.100000,0.375908,1.363879,1.377884,1.363615,1.401351,1.366700,1.354739,1.375473
11.110000,0.386092,1.368970,1.385521,1.366161,1.391167,1.361609,1.362378,1.380565
11.120000,0.388638,1.376607,1.377884,1.366161,1.391167,1.364154,1.367470,1.385657
11.130000,0.391184,1.368970,1.372792,1.358523,1.396259,1.366700,1.359832,1.380565
11.140000,0.388638,1.363879,1.372792,1.366161,1.396259,1.366700,1.359832,1.375473
11.150000,0.378454,1.366425,1.380430,1.371253,1.393713,1.364154,1.354739,1.380565
11.160000,0.388638,1.376607,1.375338,1.366161,1.391167,1.366700,1.364924,1.385657
11.170000,0.391184,1.371516,1.375338,1.361069,1.391167,1.371791,1.367470,1.383111
11.180000,0.391184,1.366425,1.372792,1.363615,1.396259,1.371791,1.364924,1.380565
11.190000,0.386092,1.363879,1.372792,1.366161,1.401351,1.366700,1.359832,1.372927
11.200000,0.381000,1.368970,1.377884,1.371253,1.396259,1.359063,1.357285,1.380565
11.210000,0.386092,1.368970,1.372792,1.366161,1.401351,1.374336,1.362378,1.380565
11.220000,0.381000,1.371516,1.377884,1.371253,1.401351,1.361609,1.357285,1.375473
11.230000,0.386092,1.368970,1.382975,1.373799,1.391167,1.359063,1.359832,1.383111
11.240000,0.388638,1.368970,1.372792,1.361069,1.396259,1.364154,1.362378,1.380565
11.250000,0.381000,1.368970,1.385521,1.373799,1.396259,1.364154,1.352193,1.383111
11.260000,0.386092,1.376607,1.385521,1.366161,1.396259,1.366700,1.362378,1.385657
11.270000,0.386092,1.366425,1.370246,1.366161,1.401351,1.366700,1.359832,1.375473
11.280000,0.381000,1.368970,1.382975,1.363615,1.396259,1.359063,1.362378,1.380565
11.290000,0.391184,1.371516,1.377884,1.366161,1.396259,1.371791,1.359832,1.380565
11.300000,0.378454,1.368970,1.377884,1.373799,1.393713,1.359063,1.354739,1.380565
11.310000,0.386092,1.374062,1.382975,1.361069,1.391167,1.366700,1.362378,1.385657
11.320000,0.375908,1.368970,1.375338,1.373799,1.396259,1.361609,1.354739,1.383111
11.330000,0.388638,1.368970,1.372792,1.366161,1.396259,1.371791,1.367470,1.380565
11.340000,0.378454,1.368970,1.377884,1.371253,1.393713,1.359063,1.354739,1.380565
11.350000,0.391184,1.366425,1.370246,1.366161,1.393713,1.371791,1.359832,1.380565
11.360000,0.378454,1.368970,1.375338,1.366161,1.396259,1.359063,1.357285,1.380565
11.370000,0.388638,1.368970,1.372792,1.358523,1.396259,1.364154,1.362378,1.388204
11.380000,0.378454,1.368970,1.382975,1.371253,1.396259,1.364154,1.357285,1.372927
11.390000,0.388638,1.376607,1.380430,1.363615,1.391167,1.364154,1.370016,1.388204
11.400000,0.386092,1.363879,1.377884,1.366161,1.403897,1.364154,1.354739,1.375473
11.410000,0.378454,1.363879,1.385521,1.371253,1.393713,1.359063,1.362378,1.383111
11.420000,0.388638,1.376607,1.380430,1.363615,1.396259,1.366700,1.367470,1.385657
11.430000,0.386092,1.366425,1.377884,1.366161,1.401351,1.371791,1.354739,1.375473
11.440000,0.383546,1.376607,1.385521,1.366161,1.396259,1.364154,1.362378,1.385657
11.450000,0.378454,1.363879,1.377884,1.366161,1.396259,1.366700,1.354739,1.375473
11.460000,0.383546,1.368970,1.382975,1.371253,1.391167,1.359063,1.362378,1.378019
11.470000,0.386092,1.371516,1.370246,1.361069,1.396259,1.374336,1.362378,1.380565
11.480000,0.375908,1.371516,1.385521,1.371253,1.396259,1.359063,1.354739,1.383111
11.490000,0.391184,1.371516,1.372792,1.366161,1.398805,1.371791,1.364924,1.380565
11.500000,0.375908,1.363879,1.377884,1.373799,1.398805,1.366700,1.354739,1.380565
11.510000,0.391184,1.366425,1.377884,1.361069,1.393713,1.366700,1.364924,1.385657
11.520000,0.378454,1.363879,1.377884,1.366161,1.403897,1.366700,1.357285,1.375473
11.530000,0.383546,1.368970,1.377884,1.363615,1.391167,1.361609,1.362378,1.380565
11.540000,0.378454,1.366425,1.380430,1.366161,1.393713,1.364154,1.354739,1.375473
11.550000,0.378454,1.376607,1.382975,1.363615,1.396259,1.359063,1.362378,1.385657
11.560000,0.391184,1.366425,1.372792,1.366161,1.393713,1.371791,1.359832,1.378019
11.570000,0.378454,1.371516,1.385521,1.366161,1.396259,1.359063,1.354739,1.380565
11.580000,0.386092,1.366425,1.377884,1.371253,1.401351,1.364154,1.362378,1.375473
11.590000,0.386092,1.371516,1.377884,1.363615,1.391167,1.364154,1.364924,1.385657
11.600000,0.386092,1.363879,1.377884,1.366161,1.401351,1.371791,1.359832,1.375473
11.610000,0.386092,1.371516,1.377884,1.366161,1.396259,1.366700,1.362378,1.388204
11.620000,0.386092,1.363879,1.377884,1.371253,1.401351,1.364154,1.362378,1.375473
11.630000,0.391184,1.374062,1.377884,1.361069,1.396259,1.366700,1.364924,1.385657
11.640000,0.378454,1.363879,1.377884,1.371253,1.396259,1.364154,1.354739,1.375473
11.650000,0.391184,1.374062,1.377884,1.355977,1.388621,1.364154,1.359832,1.385657
11.660000,0.381000,1.368970,1.377884,1.371253,1.396259,1.359063,1.354739,1.380565
11.670000,0.391184,1.368970,1.380430,1.361069,1.396259,1.371791,1.367470,1.380565
11.680000,0.378454,1.371516,1.377884,1.371253,1.401351,1.361609,1.354739,1.380565
11.690000,0.393730,1.376607,1.372792,1.361069,1.396259,1.366700,1.364924,1.385657
11.700000,0.378454,1.363879,1.377884,1.368707,1.393713,1.364154,1.352193,1.375473
11.710000,0.391184,1.371516,1.372792,1.358523,1.396259,1.366700,1.367470,1.380565
11.720000,0.383546,1.368970,1.385521,1.368707,1.388621,1.356517,1.359832,1.380565
11.730000,0.378454,1.363879,1.375338,1.363615,1.396259,1.366700,1.357285,1.375473
11.740000,0.393730,1.376607,1.375338,1.366161,1.396259,1.364154,1.364924,1.385657
11.750000,0.378454,1.363879,1.377884,1.371253,1.396259,1.364154,1.357285,1.378019
11.760000,0.391184,1.368970,1.377884,1.361069,1.396259,1.371791,1.364924,1.383111
11.770000,0.383546,1.366425,1.370246,1.371253,1.401351,1.364154,1.364924,1.375473
11.780000,0.375908,1.368970,1.382975,1.371253,1.396259,1.359063,1.364924,1.378019
11.790000,0.378454,1.363879,1.377884,1.366161,1.403897,1.364154,1.354739,1.375473
11.800000,0.391184,1.368970,1.372792,1.358523,1.396259,1.371791,1.367470,1.380565
11.810000,0.378454,1.371516,1.380430,1.368707,1.401351,1.361609,1.354739,1.380565
11.820000,0.383546,1.363879,1.372792,1.368707,1.401351,1.364154,1.359832,1.375473
11.830000,0.383546,1.371516,1.372792,1.361069,1.396259,1.369245,1.359832,1.380565
11.840000,0.381000,1.376607,1.377884,1.366161,1.391167,1.359063,1.364924,1.380565
11.850000,0.381000,1.363879,1.377884,1.366161,1.403897,1.364154,1.354739,1.375473
11.860000,0.391184,1.376607,1.375338,1.361069,1.396259,1.364154,1.367470,1.388204
11.870000,0.383546,1.368970,1.385521,1.366161,1.396259,1.366700,1.362378,1.385657
11.880000,0.386092,1.366425,1.372792,1.363615,1.401351,1.364154,1.359832,1.375473
11.890000,0.388638,1.368970,1.377884,1.358523,1.391167,1.364154,1.367470,1.383111
11.900000,0.391184,1.376607,1.377884,1.363615,1.391167,1.366700,1.367470,1.385657
11.910000,0.378454,1.368970,1.382975,1.366161,1.396259,1.359063,1.359832,1.378019
11.920000,0.378454,1.368970,1.377884,1.371253,1.401351,1.359063,1.354739,1.383111
11.930000,0.386092,1.363879,1.372792,1.366161,1.403897,1.366700,1.362378,1.372927
11.940000,0.391184,1.376607,1.375338,1.361069,1.388621,1.366700,1.362378,1.388204
11.950000,0.386092,1.376607,1.385521,1.366161,1.396259,1.366700,1.362378,1.385657
11.960000,0.378454,1.371516,1.380430,1.371253,1.401351,1.366700,1.357285,1.383111
11.970000,0.386092,1.363879,1.372792,1.366161,1.396259,1.371791,1.362378,1.375473
11.980000,0.391184,1.376607,1.377884,1.366161,1.393713,1.366700,1.364924,1.385657
11.990000,0.378454,1.371516,1.380430,1.366161,1.396259,1.361609,1.354739,1.380565
12.000000,0.388638,1.368970,1.370246,1.366161,1.396259,1.371791,1.364924,1.380565
12.010000,0.391184,1.376607,1.377884,1.358523,1.396259,1.366700,1.364924,1.388204
12.020000,0.386092,1.376607,1.377884,1.366161,1.391167,1.359063,1.359832,1.385657
12.030000,0.378454,1.368970,1.382975,1.371253,1.398805,1.366700,1.362378,1.375473
12.040000,0.375908,1.363879,1.380430,1.366161,1.401351,1.364154,1.352193,1.375473
12.050000,0.386092,1.363879,1.377884,1.366161,1.401351,1.366700,1.354739,1.372927
12.060000,0.393730,1.371516,1.372792,1.361069,1.396259,1.364154,1.370016,1.385657
12.070000,0.378454,1.361334,1.385521,1.371253,1.396259,1.364154,1.354739,1.375473
12.080000,0.391184,1.376607,1.380430,1.361069,1.393713,1.364154,1.367470,1.385657
12.090000,0.383546,1.363879,1.372792,1.363615,1.401351,1.364154,1.359832,1.372927
12.100000,0.378454,1.371516,1.385521,1.371253,1.396259,1.364154,1.359832,1.380565
12.110000,0.378454,1.363879,1.377884,1.371253,1.396259,1.366700,1.354739,1.375473
12.120000,0.388638,1.379153,1.370246,1.358523,1.396259,1.364154,1.367470,1.385657
12.130000,0.381000,1.368970,1.385521,1.371253,1.393713,1.364154,1.354739,1.380565
12.140000,0.388638,1.368970,1.372792,1.358523,1.393713,1.366700,1.362378,1.385657
12.150000,0.381000,1.371516,1.385521,1.371253,1.393713,1.366700,1.362378,1.380565
12.160000,0.383546,1.368970,1.372792,1.363615,1.403897,1.371791,1.362378,1.380565
12.170000,0.375908,1.368970,1.380430,1.366161,1.396259,1.359063,1.352193,1.383111
12.180000,0.391184,1.376607,1.377884,1.361069,1.396259,1.366700,1.367470,1.385657
12.190000,0.378454,1.363879,1.380430,1.366161,1.396259,1.366700,1.354739,1.375473
12.200000,0.378454,1.368970,1.377884,1.373799,1.396259,1.359063,1.354739,1.380565
12.210000,0.386092,1.374062,1.375338,1.361069,1.388621,1.364154,1.359832,1.385657
12.220000,0.391184,1.368970,1.377884,1.358523,1.396259,1.371791,1.364924,1.380565
12.230000,0.378454,1.371516,1.377884,1.371253,1.403897,1.361609,1.354739,1.380565
12.240000,0.386092,1.376607,1.385521,1.366161,1.396259,1.366700,1.359832,1.385657
12.250000,0.388638,1.368970,1.377884,1.366161,1.396259,1.371791,1.367470,1.380565
12.260000,0.386092,1.368970,1.382975,1.368707,1.396259,1.366700,1.362378,1.375473
12.270000,0.383546,1.363879,1.377884,1.371253,1.401351,1.364154,1.362378,1.375473
12.280000,0.391184,1.368970,1.380430,1.361069,1.393713,1.364154,1.367470,1.385657
12.290000,0.383546,1.376607,1.382975,1.358523,1.388621,1.364154,1.362378,1.385657
12.300000,0.378454,1.376607,1.385521,1.368707,1.396259,1.359063,1.362378,1.383111
12.310000,0.381000,1.366425,1.377884,1.366161,1.396259,1.364154,1.354739,1.375473
12.320000,0.386092,1.371516,1.375338,1.363615,1.401351,1.371791,1.362378,1.383111
12.330000,0.393730,1.376607,1.377884,1.366161,1.396259,1.366700,1.367470,1.388204
12.340000,0.378454,1.371516,1.385521,1.371253,1.396259,1.364154,1.354739,1.372927
12.350000,0.388638,1.368970,1.377884,1.366161,1.388621,1.371791,1.367470,1.380565
12.360000,0.378454,1.376607,1.385521,1.366161,1.396259,1.359063,1.362378,1.385657
12.370000,0.383546,1.363879,1.377884,1.371253,1.401351,1.366700,1.359832,1.378019
12.380000,0.391184,1.368970,1.375338,1.358523,1.396259,1.371791,1.364924,1.383111
12.390000,0.383546,1.363879,1.372792,1.371253,1.401351,1.364154,1.359832,1.375473
12.400000,0.381000,1.376607,1.382975,1.363615,1.396259,1.366700,1.362378,1.385657
