Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,-1.000000
1,Channel 1:,1.000000,0.000000
2,Channel 2:,1.000000,0.000000
3,Channel 3:,1.000000,0.000000
4,Channel 4:,1.000000,0.000000
5,Channel 5:,1.000000,0.000000
6,Channel 6:,1.000000,0.000000
7,Channel 7:,1.000000,0.000000
Time(s),Channel 0:,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:
18.710000,0.391184,1.376607,1.377884,1.358523,1.396259,1.369245,1.364924,1.385657
18.720000,0.378454,1.371516,1.385521,1.366161,1.396259,1.361609,1.359832,1.380565
18.730000,0.386092,1.368970,1.377884,1.373799,1.401351,1.366700,1.354739,1.380565
18.740000,0.383546,1.376607,1.382975,1.361069,1.391167,1.366700,1.362378,1.385657
18.750000,0.386092,1.363879,1.375338,1.363615,1.396259,1.364154,1.354739,1.375473
18.760000,0.383546,1.376607,1.375338,1.363615,1.391167,1.356517,1.362378,1.380565
18.770000,0.391184,1.368970,1.380430,1.363615,1.396259,1.371791,1.362378,1.383111
18.780000,0.381000,1.363879,1.375338,1.371253,1.401351,1.366700,1.357285,1.378019
18.790000,0.386092,1.376607,1.385521,1.368707,1.396259,1.361609,1.362378,1.385657
18.800000,0.391184,1.363879,1.372792,1.366161,1.398805,1.369245,1.359832,1.375473
18.810000,0.378454,1.374062,1.382975,1.366161,1.396259,1.359063,1.359832,1.385657
18.820000,0.386092,1.371516,1.370246,1.361069,1.393713,1.374336,1.362378,1.380565
18.830000,0.381000,1.368970,1.385521,1.366161,1.396259,1.359063,1.359832,1.378019
18.840000,0.391184,1.376607,1.377884,1.355977,1.396259,1.364154,1.364924,1.385657
18.850000,0.378454,1.363879,1.377884,1.366161,1.401351,1.374336,1.354739,1.378019
18.860000,0.386092,1.376607,1.377884,1.366161,1.388621,1.364154,1.367470,1.385657
18.870000,0.386092,1.366425,1.372792,1.373799,1.401351,1.364154,1.362378,1.375473
18.880000,0.386092,1.374062,1.375338,1.358523,1.388621,1.366700,1.359832,1.385657
18.890000,0.383546,1.371516,1.377884,1.371253,1.401351,1.366700,1.354739,1.380565
18.900000,0.386092,1.376607,1.382975,1.366161,1.393713,1.364154,1.362378,1.390750
18.910000,0.383546,1.371516,1.372792,1.361069,1.393713,1.371791,1.359832,1.380565
18.920000,0.386092,1.371516,1.385521,1.371253,1.396259,1.361609,1.359832,1.383111
18.930000,0.386092,1.368970,1.372792,1.361069,1.396259,1.364154,1.362378,1.383111
18.940000,0.381000,1.363879,1.377884,1.366161,1.401351,1.364154,1.354739,1.380565
18.950000,0.386092,1.376607,1.382975,1.358523,1.391167,1.366700,1.362378,1.385657
18.960000,0.383546,1.363879,1.377884,1.371253,1.401351,1.366700,1.362378,1.375473
18.970000,0.386092,1.376607,1.380430,1.361069,1.388621,1.366700,1.362378,1.385657
18.980000,0.386092,1.366425,1.375338,1.366161,1.396259,1.364154,1.359832,1.372927
18.990000,0.381000,1.368970,1.382975,1.366161,1.396259,1.361609,1.354739,1.378019
19.000000,0.391184,1.368970,1.380430,1.361069,1.396259,1.374336,1.367470,1.380565
19.010000,0.378454,1.366425,1.377884,1.371253,1.393713,1.364154,1.357285,1.375473
19.020000,0.383546,1.368970,1.382975,1.366161,1.388621,1.359063,1.362378,1.380565
19.030000,0.381000,1.366425,1.385521,1.371253,1.396259,1.364154,1.354739,1.375473
19.040000,0.388638,1.376607,1.377884,1.361069,1.391167,1.364154,1.367470,1.385657
19.050000,0.383546,1.368970,1.380430,1.371253,1.403897,1.366700,1.354739,1.380565
19.060000,0.388638,1.368970,1.377884,1.361069,1.388621,1.366700,1.364924,1.380565
19.070000,0.383546,1.376607,1.375338,1.363615,1.388621,1.366700,1.359832,1.388204
19.080000,0.386092,1.363879,1.377884,1.371253,1.401351,1.364154,1.362378,1.375473
19.090000,0.386092,1.376607,1.385521,1.363615,1.396259,1.364154,1.364924,1.385657
19.100000,0.383546,1.376607,1.375338,1.361069,1.388621,1.366700,1.364924,1.385657
19.110000,0.383546,1.371516,1.377884,1.361069,1.403897,1.371791,1.362378,1.383111
19.120000,0.378454,1.371516,1.375338,1.371253,1.393713,1.361609,1.354739,1.380565
19.130000,0.378454,1.376607,1.385521,1.363615,1.391167,1.359063,1.359832,1.380565
19.140000,0.386092,1.368970,1.377884,1.366161,1.391167,1.361609,1.362378,1.383111
19.150000,0.391184,1.376607,1.377884,1.361069,1.393713,1.366700,1.364924,1.385657
19.160000,0.386092,1.368970,1.385521,1.371253,1.396259,1.361609,1.354739,1.380565
19.170000,0.391184,1.363879,1.375338,1.366161,1.396259,1.371791,1.359832,1.383111
19.180000,0.381000,1.368970,1.385521,1.366161,1.396259,1.359063,1.359832,1.380565
19.190000,0.386092,1.376607,1.382975,1.366161,1.391167,1.364154,1.364924,1.388204
19.200000,0.386092,1.368970,1.377884,1.355977,1.391167,1.371791,1.364924,1.383111
19.210000,0.383546,1.368970,1.375338,1.358523,1.401351,1.369245,1.359832,1.383111
19.220000,0.378454,1.366425,1.377884,1.366161,1.403897,1.371791,1.354739,1.375473
19.230000,0.386092,1.376607,1.385521,1.363615,1.396259,1.366700,1.362378,1.385657
19.240000,0.388638,1.368970,1.375338,1.361069,1.396259,1.371791,1.367470,1.380565
19.250000,0.386092,1.368970,1.372792,1.366161,1.403897,1.369245,1.362378,1.378019
19.260000,0.378454,1.363879,1.377884,1.366161,1.393713,1.364154,1.354739,1.378019
19.270000,0.381000,1.371516,1.382975,1.371253,1.396259,1.359063,1.354739,1.375473
19.280000,0.381000,1.368970,1.382975,1.373799,1.393713,1.359063,1.354739,1.380565
19.290000,0.383546,1.374062,1.385521,1.363615,1.391167,1.366700,1.359832,1.388204
19.300000,0.391184,1.363879,1.372792,1.366161,1.396259,1.374336,1.364924,1.380565
19.310000,0.381000,1.363879,1.377884,1.363615,1.396259,1.364154,1.357285,1.372927
19.320000,0.386092,1.368970,1.377884,1.366161,1.388621,1.361609,1.359832,1.380565
19.330000,0.381000,1.366425,1.377884,1.373799,1.401351,1.366700,1.359832,1.378019
19.340000,0.378454,1.376607,1.382975,1.366161,1.396259,1.359063,1.359832,1.383111
19.350000,0.386092,1.371516,1.372792,1.366161,1.401351,1.371791,1.359832,1.380565
19.360000,0.375908,1.371516,1.385521,1.371253,1.396259,1.369245,1.354739,1.372927
19.370000,0.383546,1.374062,1.382975,1.358523,1.391167,1.364154,1.359832,1.385657
19.380000,0.386092,1.371516,1.375338,1.361069,1.396259,1.371791,1.362378,1.380565
19.390000,0.381000,1.376607,1.382975,1.368707,1.388621,1.359063,1.362378,1.380565
19.400000,0.386092,1.368970,1.372792,1.358523,1.401351,1.371791,1.362378,1.380565
19.410000,0.386092,1.376607,1.377884,1.366161,1.388621,1.361609,1.362378,1.385657
19.420000,0.386092,1.368970,1.372792,1.366161,1.401351,1.371791,1.362378,1.383111
19.430000,0.378454,1.363879,1.380430,1.366161,1.396259,1.366700,1.354739,1.372927
19.440000,0.391184,1.376607,1.380430,1.363615,1.398805,1.364154,1.367470,1.388204
19.450000,0.383546,1.363879,1.380430,1.366161,1.401351,1.371791,1.359832,1.375473
19.460000,0.391184,1.374062,1.377884,1.366161,1.388621,1.364154,1.364924,1.385657
19.470000,0.381000,1.371516,1.385521,1.371253,1.393713,1.364154,1.354739,1.378019
19.480000,0.386092,1.368970,1.372792,1.361069,1.401351,1.371791,1.359832,1.380565
19.490000,0.383546,1.371516,1.385521,1.366161,1.393713,1.359063,1.354739,1.383111
19.500000,0.391184,1.368970,1.377884,1.361069,1.396259,1.371791,1.364924,1.380565
19.510000,0.386092,1.368970,1.385521,1.368707,1.388621,1.359063,1.359832,1.383111
19.520000,0.388638,1.376607,1.377884,1.366161,1.388621,1.366700,1.364924,1.385657
19.530000,0.383546,1.363879,1.372792,1.366161,1.401351,1.364154,1.359832,1.375473
19.540000,0.386092,1.376607,1.382975,1.366161,1.391167,1.359063,1.362378,1.383111
19.550000,0.391184,1.376607,1.375338,1.358523,1.396259,1.364154,1.367470,1.388204
19.560000,0.391184,1.368970,1.372792,1.358523,1.396259,1.366700,1.359832,1.380565
19.570000,0.383546,1.368970,1.372792,1.366161,1.401351,1.371791,1.359832,1.378019
19.580000,0.383546,1.371516,1.382975,1.371253,1.396259,1.359063,1.359832,1.383111
19.590000,0.386092,1.371516,1.372792,1.366161,1.401351,1.371791,1.359832,1.380565
19.600000,0.386092,1.371516,1.382975,1.373799,1.396259,1.359063,1.364924,1.383111
19.610000,0.386092,1.368970,1.372792,1.358523,1.401351,1.374336,1.362378,1.380565
19.620000,0.386092,1.376607,1.382975,1.361069,1.388621,1.366700,1.364924,1.388204
19.630000,0.386092,1.366425,1.380430,1.373799,1.401351,1.366700,1.359832,1.378019
19.640000,0.386092,1.376607,1.385521,1.366161,1.388621,1.364154,1.362378,1.388204
19.650000,0.386092,1.366425,1.372792,1.358523,1.396259,1.374336,1.359832,1.383111
19.660000,0.383546,1.368970,1.377884,1.366161,1.396259,1.361609,1.354739,1.380565
19.670000,0.388638,1.368970,1.377884,1.363615,1.391167,1.364154,1.370016,1.380565
19.680000,0.386092,1.366425,1.372792,1.371253,1.401351,1.364154,1.359832,1.375473
19.690000,0.386092,1.371516,1.382975,1.366161,1.388621,1.359063,1.359832,1.383111
19.700000,0.383546,1.371516,1.372792,1.361069,1.396259,1.371791,1.362378,1.380565
19.710000,0.378454,1.366425,1.377884,1.373799,1.393713,1.366700,1.354739,1.375473
19.720000,0.393730,1.376607,1.377884,1.363615,1.388621,1.359063,1.370016,1.385657
19.730000,0.386092,1.368970,1.372792,1.361069,1.401351,1.371791,1.362378,1.380565
19.740000,0.378454,1.366425,1.382975,1.371253,1.393713,1.364154,1.352193,1.375473
19.750000,0.388638,1.376607,1.372792,1.358523,1.396259,1.366700,1.367470,1.380565
19.760000,0.386092,1.368970,1.382975,1.371253,1.396259,1.364154,1.362378,1.383111
19.770000,0.386092,1.368970,1.375338,1.361069,1.396259,1.374336,1.362378,1.380565
19.780000,0.383546,1.368970,1.382975,1.368707,1.396259,1.359063,1.362378,1.383111
19.790000,0.386092,1.368970,1.372792,1.358523,1.396259,1.371791,1.362378,1.380565
19.800000,0.383546,1.368970,1.385521,1.371253,1.388621,1.359063,1.362378,1.383111
19.810000,0.386092,1.363879,1.380430,1.366161,1.401351,1.374336,1.354739,1.375473
19.820000,0.386092,1.371516,1.372792,1.366161,1.393713,1.371791,1.367470,1.380565
19.830000,0.381000,1.368970,1.377884,1.366161,1.396259,1.361609,1.362378,1.383111
19.840000,0.386092,1.368970,1.372792,1.358523,1.401351,1.371791,1.359832,1.380565
19.850000,0.383546,1.376607,1.382975,1.366161,1.396259,1.366700,1.362378,1.385657
19.860000,0.378454,1.366425,1.377884,1.371253,1.396259,1.366700,1.354739,1.375473
19.870000,0.391184,1.368970,1.372792,1.361069,1.396259,1.371791,1.362378,1.388204
19.880000,0.375908,1.366425,1.385521,1.373799,1.396259,1.359063,1.364924,1.383111
19.890000,0.383546,1.363879,1.377884,1.363615,1.401351,1.371791,1.362378,1.380565
19.900000,0.391184,1.376607,1.377884,1.363615,1.396259,1.361609,1.367470,1.388204
19.910000,0.381000,1.368970,1.377884,1.371253,1.396259,1.359063,1.354739,1.380565
19.920000,0.386092,1.363879,1.380430,1.371253,1.401351,1.366700,1.354739,1.372927
19.930000,0.391184,1.371516,1.380430,1.361069,1.393713,1.366700,1.367470,1.383111
19.940000,0.386092,1.371516,1.382975,1.363615,1.393713,1.361609,1.354739,1.383111
19.950000,0.381000,1.371516,1.385521,1.366161,1.396259,1.361609,1.354739,1.380565
19.960000,0.391184,1.371516,1.377884,1.366161,1.388621,1.364154,1.364924,1.388204
19.970000,0.386092,1.371516,1.375338,1.366161,1.403897,1.364154,1.354739,1.383111
19.980000,0.391184,1.376607,1.377884,1.363615,1.388621,1.364154,1.367470,1.385657
19.990000,0.386092,1.371516,1.372792,1.358523,1.401351,1.371791,1.359832,1.385657
20.000000,0.386092,1.368970,1.377884,1.368707,1.393713,1.366700,1.357285,1.375473
20.010000,0.378454,1.371516,1.385521,1.366161,1.396259,1.359063,1.362378,1.380565
20.020000,0.386092,1.368970,1.382975,1.371253,1.393713,1.359063,1.364924,1.380565
20.030000,0.383546,1.376607,1.377884,1.366161,1.388621,1.361609,1.359832,1.385657
20.040000,0.386092,1.363879,1.370246,1.366161,1.403897,1.366700,1.362378,1.375473
20.050000,0.383546,1.376607,1.382975,1.366161,1.393713,1.366700,1.362378,1.385657
20.060000,0.383546,1.363879,1.372792,1.363615,1.396259,1.364154,1.359832,1.375473
20.070000,0.386092,1.376607,1.377884,1.358523,1.391167,1.364154,1.359832,1.388204
20.080000,0.378454,1.368970,1.385521,1.363615,1.396259,1.361609,1.354739,1.383111
20.090000,0.383546,1.368970,1.370246,1.361069,1.393713,1.371791,1.362378,1.383111
20.100000,0.383546,1.363879,1.375338,1.366161,1.401351,1.366700,1.354739,1.375473
20.110000,0.378454,1.363879,1.380430,1.371253,1.396259,1.366700,1.354739,1.383111
20.120000,0.378454,1.366425,1.382975,1.371253,1.393713,1.359063,1.362378,1.380565
20.130000,0.391184,1.376607,1.377884,1.366161,1.391167,1.364154,1.367470,1.385657
20.140000,0.391184,1.366425,1.370246,1.366161,1.396259,1.364154,1.359832,1.372927
20.150000,0.378454,1.376607,1.385521,1.366161,1.396259,1.359063,1.359832,1.388204
20.160000,0.391184,1.371516,1.380430,1.361069,1.391167,1.371791,1.364924,1.383111
20.170000,0.386092,1.366425,1.372792,1.371253,1.403897,1.366700,1.359832,1.372927
20.180000,0.386092,1.368970,1.377884,1.371253,1.396259,1.359063,1.354739,1.383111
20.190000,0.383546,1.374062,1.380430,1.358523,1.388621,1.366700,1.362378,1.385657
20.200000,0.383546,1.363879,1.370246,1.366161,1.396259,1.364154,1.359832,1.375473
20.210000,0.386092,1.376607,1.385521,1.366161,1.396259,1.366700,1.362378,1.385657
20.220000,0.388638,1.363879,1.372792,1.366161,1.393713,1.364154,1.362378,1.375473
20.230000,0.386092,1.376607,1.385521,1.366161,1.396259,1.366700,1.362378,1.388204
20.240000,0.386092,1.363879,1.370246,1.371253,1.398805,1.364154,1.359832,1.372927
20.250000,0.391184,1.371516,1.375338,1.366161,1.396259,1.371791,1.367470,1.383111
20.260000,0.386092,1.368970,1.382975,1.366161,1.391167,1.361609,1.362378,1.378019
20.270000,0.391184,1.371516,1.375338,1.361069,1.396259,1.364154,1.367470,1.388204
20.280000,0.383546,1.371516,1.372792,1.361069,1.396259,1.364154,1.359832,1.380565
20.290000,0.383546,1.363879,1.377884,1.366161,1.401351,1.369245,1.359832,1.372927
20.300000,0.378454,1.371516,1.377884,1.373799,1.396259,1.359063,1.354739,1.383111
20.310000,0.383546,1.376607,1.382975,1.363615,1.396259,1.364154,1.362378,1.385657
20.320000,0.391184,1.368970,1.377884,1.358523,1.391167,1.374336,1.364924,1.383111
20.330000,0.386092,1.366425,1.370246,1.368707,1.403897,1.366700,1.354739,1.375473
20.340000,0.383546,1.371516,1.385521,1.368707,1.391167,1.361609,1.359832,1.380565
20.350000,0.383546,1.366425,1.375338,1.361069,1.401351,1.371791,1.362378,1.380565
20.360000,0.378454,1.368970,1.382975,1.371253,1.396259,1.364154,1.354739,1.378019
20.370000,0.383546,1.376607,1.382975,1.361069,1.388621,1.364154,1.359832,1.385657
20.380000,0.386092,1.374062,1.377884,1.366161,1.398805,1.364154,1.357285,1.375473
20.390000,0.391184,1.371516,1.377884,1.358523,1.396259,1.364154,1.370016,1.385657
20.400000,0.378454,1.363879,1.377884,1.371253,1.396259,1.364154,1.352193,1.372927
20.410000,0.386092,1.376607,1.377884,1.366161,1.388621,1.364154,1.362378,1.385657
20.420000,0.386092,1.363879,1.372792,1.366161,1.401351,1.364154,1.359832,1.375473
20.430000,0.378454,1.376607,1.382975,1.366161,1.396259,1.361609,1.362378,1.388204
20.440000,0.383546,1.368970,1.372792,1.358523,1.398805,1.374336,1.362378,1.388204
20.450000,0.383546,1.368970,1.382975,1.371253,1.393713,1.361609,1.359832,1.383111
20.460000,0.386092,1.371516,1.370246,1.358523,1.396259,1.371791,1.367470,1.380565
20.470000,0.386092,1.376607,1.385521,1.363615,1.393713,1.361609,1.362378,1.385657
20.480000,0.391184,1.371516,1.377884,1.366161,1.393713,1.371791,1.364924,1.380565
20.490000,0.386092,1.363879,1.375338,1.366161,1.401351,1.374336,1.359832,1.380565
20.500000,0.386092,1.371516,1.385521,1.366161,1.391167,1.361609,1.362378,1.380565
20.510000,0.391184,1.376607,1.372792,1.361069,1.396259,1.364154,1.370016,1.388204
20.520000,0.391184,1.366425,1.372792,1.363615,1.396259,1.371791,1.362378,1.383111
20.530000,0.381000,1.368970,1.382975,1.368707,1.393713,1.364154,1.357285,1.380565
20.540000,0.388638,1.371516,1.372792,1.358523,1.396259,1.374336,1.364924,1.383111
20.550000,0.378454,1.363879,1.380430,1.366161,1.401351,1.366700,1.354739,1.375473
20.560000,0.378454,1.366425,1.380430,1.371253,1.396259,1.364154,1.354739,1.375473
20.570000,0.386092,1.376607,1.385521,1.363615,1.388621,1.366700,1.359832,1.385657
20.580000,0.381000,1.368970,1.375338,1.373799,1.401351,1.359063,1.354739,1.380565
20.590000,0.386092,1.371516,1.385521,1.366161,1.388621,1.359063,1.362378,1.380565
20.600000,0.391184,1.376607,1.375338,1.361069,1.396259,1.366700,1.367470,1.385657
20.610000,0.386092,1.363879,1.372792,1.371253,1.398805,1.364154,1.362378,1.372927
20.620000,0.381000,1.371516,1.380430,1.368707,1.396259,1.359063,1.352193,1.380565
20.630000,0.386092,1.376607,1.380430,1.358523,1.388621,1.366700,1.359832,1.385657
20.640000,0.391184,1.368970,1.372792,1.366161,1.396259,1.374336,1.359832,1.383111
20.650000,0.378454,1.366425,1.377884,1.366161,1.401351,1.366700,1.354739,1.375473
20.660000,0.378454,1.368970,1.382975,1.368707,1.396259,1.364154,1.362378,1.378019
20.670000,0.386092,1.371516,1.377884,1.358523,1.391167,1.371791,1.367470,1.383111
20.680000,0.378454,1.361334,1.377884,1.366161,1.396259,1.364154,1.354739,1.380565
20.690000,0.388638,1.368970,1.377884,1.361069,1.388621,1.364154,1.364924,1.388204
20.700000,0.386092,1.371516,1.372792,1.371253,1.401351,1.366700,1.354739,1.375473
20.710000,0.383546,1.376607,1.382975,1.366161,1.393713,1.364154,1.362378,1.385657
20.720000,0.383546,1.363879,1.372792,1.363615,1.401351,1.371791,1.359832,1.380565
20.730000,0.383546,1.376607,1.385521,1.358523,1.388621,1.366700,1.367470,1.388204
20.740000,0.388638,1.366425,1.380430,1.366161,1.396259,1.371791,1.362378,1.375473
20.750000,0.378454,1.368970,1.377884,1.373799,1.393713,1.361609,1.354739,1.383111
20.760000,0.386092,1.368970,1.370246,1.358523,1.396259,1.371791,1.362378,1.380565
20.770000,0.383546,1.368970,1.382975,1.368707,1.393713,1.361609,1.362378,1.383111
20.780000,0.383546,1.371516,1.372792,1.366161,1.401351,1.371791,1.362378,1.380565
20.790000,0.391184,1.376607,1.377884,1.366161,1.391167,1.364154,1.364924,1.388204
20.800000,0.381000,1.368970,1.385521,1.371253,1.396259,1.364154,1.354739,1.383111
20.810000,0.378454,1.363879,1.375338,1.366161,1.396259,1.366700,1.354739,1.383111
20.820000,0.383546,1.368970,1.380430,1.373799,1.401351,1.366700,1.354739,1.380565
20.830000,0.386092,1.366425,1.377884,1.366161,1.403897,1.371791,1.362378,1.375473
20.840000,0.388638,1.368970,1.380430,1.361069,1.388621,1.371791,1.359832,1.383111
20.850000,0.378454,1.371516,1.385521,1.366161,1.396259,1.359063,1.354739,1.380565
20.860000,0.388638,1.376607,1.372792,1.361069,1.396259,1.364154,1.364924,1.385657
20.870000,0.378454,1.368970,1.377884,1.371253,1.401351,1.364154,1.362378,1.380565
20.880000,0.391184,1.366425,1.375338,1.358523,1.391167,1.364154,1.364924,1.383111
20.890000,0.381000,1.371516,1.375338,1.371253,1.401351,1.359063,1.354739,1.380565
20.900000,0.386092,1.368970,1.372792,1.361069,1.396259,1.364154,1.359832,1.380565
20.910000,0.391184,1.376607,1.375338,1.366161,1.396259,1.366700,1.364924,1.388204
20.920000,0.383546,1.376607,1.380430,1.361069,1.391167,1.364154,1.362378,1.385657
20.930000,0.383546,1.376607,1.385521,1.366161,1.396259,1.366700,1.359832,1.385657
20.940000,0.383546,1.368970,1.380430,1.371253,1.396259,1.364154,1.354739,1.375473
20.950000,0.388638,1.376607,1.380430,1.358523,1.396259,1.366700,1.367470,1.378019
20.960000,0.386092,1.363879,1.375338,1.371253,1.396259,1.366700,1.359832,1.375473
20.970000,0.383546,1.366425,1.372792,1.366161,1.396259,1.364154,1.359832,1.375473
20.980000,0.386092,1.376607,1.380430,1.361069,1.391167,1.366700,1.359832,1.385657
20.990000,0.378454,1.368970,1.377884,1.371253,1.403897,1.361609,1.354739,1.383111
21.000000,0.388638,1.366425,1.370246,1.366161,1.396259,1.369245,1.367470,1.375473
21.010000,0.386092,1.376607,1.385521,1.366161,1.396259,1.364154,1.362378,1.385657
21.020000,0.381000,1.366425,1.377884,1.368707,1.396259,1.364154,1.354739,1.372927
21.030000,0.386092,1.363879,1.377884,1.366161,1.398805,1.371791,1.359832,1.383111
21.040000,0.391184,1.368970,1.370246,1.358523,1.398805,1.364154,1.367470,1.380565
21.050000,0.388638,1.376607,1.370246,1.358523,1.396259,1.366700,1.364924,1.388204
21.060000,0.386092,1.368970,1.385521,1.366161,1.391167,1.359063,1.362378,1.385657
21.070000,0.378454,1.376607,1.382975,1.363615,1.393713,1.366700,1.359832,1.385657
21.080000,0.383546,1.376607,1.377884,1.366161,1.388621,1.366700,1.367470,1.385657
21.090000,0.388638,1.371516,1.382975,1.371253,1.388621,1.359063,1.362378,1.380565
21.100000,0.383546,1.368970,1.385521,1.373799,1.388621,1.359063,1.362378,1.380565
21.110000,0.386092,1.371516,1.382975,1.366161,1.391167,1.361609,1.362378,1.380565
21.120000,0.386092,1.371516,1.375338,1.371253,1.396259,1.364154,1.354739,1.375473
21.130000,0.388638,1.371516,1.372792,1.355977,1.396259,1.364154,1.367470,1.380565
21.140000,0.386092,1.371516,1.385521,1.373799,1.388621,1.361609,1.362378,1.383111
21.150000,0.381000,1.363879,1.377884,1.363615,1.396259,1.364154,1.354739,1.372927
21.160000,0.388638,1.376607,1.377884,1.366161,1.388621,1.364154,1.367470,1.385657
21.170000,0.378454,1.363879,1.385521,1.371253,1.396259,1.364154,1.354739,1.372927
21.180000,0.378454,1.366425,1.382975,1.371253,1.393713,1.364154,1.354739,1.375473
21.190000,0.378454,1.363879,1.382975,1.371253,1.396259,1.364154,1.352193,1.375473
21.200000,0.378454,1.363879,1.377884,1.363615,1.396259,1.364154,1.359832,1.375473
21.210000,0.386092,1.363879,1.372792,1.366161,1.401351,1.366700,1.359832,1.375473
21.220000,0.383546,1.366425,1.372792,1.366161,1.396259,1.364154,1.359832,1.375473
21.230000,0.388638,1.371516,1.370246,1.366161,1.396259,1.371791,1.364924,1.380565
21.240000,0.381000,1.376607,1.382975,1.363615,1.396259,1.359063,1.357285,1.388204
21.250000,0.386092,1.366425,1.372792,1.371253,1.401351,1.364154,1.359832,1.375473
21.260000,0.381000,1.368970,1.372792,1.361069,1.396259,1.371791,1.359832,1.380565
21.270000,0.383546,1.376607,1.385521,1.358523,1.391167,1.366700,1.362378,1.385657
21.280000,0.386092,1.376607,1.377884,1.361069,1.391167,1.364154,1.359832,1.385657
21.290000,0.386092,1.368970,1.377884,1.361069,1.391167,1.366700,1.362378,1.385657
21.300000,0.391184,1.376607,1.375338,1.366161,1.391167,1.366700,1.364924,1.385657
21.310000,0.386092,1.371516,1.372792,1.358523,1.401351,1.371791,1.362378,1.380565
21.320000,0.388638,1.371516,1.372792,1.366161,1.396259,1.371791,1.359832,1.380565
21.330000,0.386092,1.371516,1.375338,1.366161,1.401351,1.374336,1.362378,1.380565
21.340000,0.391184,1.376607,1.377884,1.363615,1.388621,1.366700,1.367470,1.385657
21.350000,0.388638,1.376607,1.380430,1.366161,1.391167,1.366700,1.367470,1.385657
21.360000,0.378454,1.366425,1.375338,1.371253,1.396259,1.364154,1.354739,1.375473
21.370000,0.386092,1.363879,1.377884,1.366161,1.401351,1.364154,1.354739,1.375473
21.380000,0.386092,1.366425,1.372792,1.366161,1.403897,1.374336,1.359832,1.380565
21.390000,0.391184,1.376607,1.377884,1.361069,1.396259,1.364154,1.364924,1.385657
21.400000,0.383546,1.376607,1.377884,1.366161,1.388621,1.364154,1.367470,1.385657
21.410000,0.383546,1.368970,1.382975,1.366161,1.388621,1.359063,1.359832,1.385657
21.420000,0.381000,1.371516,1.380430,1.373799,1.401351,1.361609,1.354739,1.380565
21.430000,0.386092,1.376607,1.377884,1.366161,1.391167,1.359063,1.362378,1.383111
21.440000,0.383546,1.366425,1.377884,1.366161,1.403897,1.364154,1.359832,1.375473
21.450000,0.386092,1.376607,1.385521,1.366161,1.391167,1.364154,1.362378,1.385657
21.460000,0.378454,1.368970,1.377884,1.371253,1.401351,1.361609,1.354739,1.380565
21.470000,0.391184,1.368970,1.372792,1.366161,1.396259,1.374336,1.359832,1.380565
21.480000,0.386092,1.368970,1.377884,1.361069,1.388621,1.364154,1.362378,1.380565
21.490000,0.383546,1.363879,1.377884,1.363615,1.398805,1.364154,1.359832,1.375473
21.500000,0.391184,1.371516,1.377884,1.361069,1.391167,1.374336,1.367470,1.380565
21.510000,0.391184,1.376607,1.377884,1.358523,1.396259,1.364154,1.364924,1.385657
21.520000,0.386092,1.376607,1.382975,1.366161,1.393713,1.359063,1.362378,1.388204
21.530000,0.386092,1.366425,1.372792,1.366161,1.396259,1.369245,1.362378,1.375473
21.540000,0.391184,1.371516,1.377884,1.361069,1.396259,1.364154,1.367470,1.385657
21.550000,0.378454,1.366425,1.377884,1.366161,1.398805,1.364154,1.354739,1.375473
21.560000,0.386092,1.368970,1.372792,1.361069,1.393713,1.364154,1.367470,1.380565
21.570000,0.388638,1.376607,1.380430,1.363615,1.391167,1.364154,1.367470,1.388204
21.580000,0.386092,1.376607,1.377884,1.363615,1.391167,1.359063,1.362378,1.380565
21.590000,0.378454,1.366425,1.377884,1.371253,1.396259,1.364154,1.352193,1.375473
21.600000,0.391184,1.376607,1.380430,1.366161,1.396259,1.366700,1.370016,1.380565
21.610000,0.386092,1.371516,1.380430,1.371253,1.401351,1.364154,1.354739,1.378019
21.620000,0.386092,1.363879,1.372792,1.366161,1.396259,1.371791,1.359832,1.375473
21.630000,0.386092,1.371516,1.377884,1.361069,1.391167,1.364154,1.367470,1.380565
21.640000,0.383546,1.376607,1.385521,1.361069,1.388621,1.366700,1.362378,1.388204
21.650000,0.378454,1.363879,1.385521,1.371253,1.396259,1.364154,1.354739,1.375473
21.660000,0.383546,1.363879,1.380430,1.373799,1.401351,1.364154,1.359832,1.375473
21.670000,0.391184,1.376607,1.375338,1.361069,1.396259,1.364154,1.364924,1.385657
21.680000,0.386092,1.368970,1.382975,1.368707,1.391167,1.359063,1.359832,1.383111
21.690000,0.381000,1.363879,1.372792,1.363615,1.401351,1.364154,1.359832,1.372927
21.700000,0.391184,1.368970,1.380430,1.358523,1.391167,1.371791,1.367470,1.383111
21.710000,0.383546,1.368970,1.385521,1.366161,1.388621,1.361609,1.359832,1.380565
21.720000,0.383546,1.363879,1.377884,1.366161,1.401351,1.371791,1.362378,1.378019
21.730000,0.391184,1.368970,1.370246,1.358523,1.396259,1.371791,1.362378,1.380565
21.740000,0.381000,1.376607,1.385521,1.363615,1.388621,1.364154,1.362378,1.385657
21.750000,0.381000,1.371516,1.380430,1.373799,1.403897,1.361609,1.354739,1.380565
